Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,List of Employees Laid Off,Ticker,Exchange,Stock Delisted
Pipedrive,FALSE,Tallinn,Sales,31,5/5/2020,https://news.err.ee/1086024/pipedrive-laying-off-14-employees-in-tallinn-tartu-offices,90,Series C,Estonia,,,,,
Workable,TRUE,Boston,Recruiting,25,5/5/2020,https://www.insider.gr/epiheiriseis/tehnologia/136195/se-mazikes-apolyseis-prohora-i-workable,84,Series C,United States,0.1,,,,
Cloudera,TRUE,SF Bay Area,Infrastructure,,5/5/2020,https://www.bizjournals.com/sanjose/news/2020/05/06/cloudera-layoffs-cldr.html,1000,Post-IPO,United States,,,CLDR,NYSE,TRUE
Handshake,TRUE,SF Bay Area,Recruiting,,5/5/2020,LinkedIn,74,Series C,United States,,,,,
League,FALSE,Toronto,Healthcare,,5/5/2020,https://www.linkedin.com/posts/mserbinis_like-so-many-other-businesses-around-the-activity-6663604606347550722-9KUA,76,Unknown,Canada,,,,,
Curefit,FALSE,Bengaluru,Fitness,800,5/4/2020,https://www.reuters.com/article/us-curefit-jobs/fitness-group-cure-fit-lays-off-employees-mulls-all-digital-move-sources-idUSKBN22G1WI,404,Series D,India,0.16,,,,
Careem,FALSE,Dubai,Transportation,536,5/4/2020,https://www.thenational.ae/business/economy/dubai-s-careem-cuts-536-jobs-as-lockdowns-hit-ride-hailing-across-middle-east-1.1014784,771,Acquired,United Arab Emirates,0.31,,,,
Oriente,FALSE,Hong Kong,Finance,400,5/4/2020,https://www.dealstreetasia.com/stories/oriente-lay-off-workforce-187008/,175,Series B,Hong Kong,0.2,,,,
Veriff,FALSE,Tallinn,Security,63,5/4/2020,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,7,Series A,Estonia,0.21,,,,
Element AI,FALSE,Montreal,Other,62,5/4/2020,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,257,Series B,Canada,0.15,,,,
Deputy,FALSE,Sydney,HR,60,5/4/2020,https://www.afr.com/young-rich/young-rich-lister-shifts-gears-to-survive-20200403-p54gty,106,Series B,Australia,0.3,,,,
Loopio,FALSE,Toronto,Sales,11,5/4/2020,https://betakit.com/loopio-lays-off-11-staff-as-it-sees-increased-scrutiny-from-buyers-during-pandemic/,11,Series A,Canada,0.08,,,,
Castlight Health,TRUE,SF Bay Area,Healthcare,,5/4/2020,LinkedIn,184,Post-IPO,United States,0.13,,CSLT,NYSE,TRUE
Trivago,FALSE,Dusseldorf,Travel,,5/4/2020,https://skift.com/2020/05/04/trivago-looks-to-reorganize-with-significant-job-cuts/,55,Acquired,Germany,,,,,
Trax,FALSE,Tel Aviv,Retail,120,5/3/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3815332,00.html",386,Series D,Israel,0.1,,,,
LiveTiles,TRUE,New York City,Other,50,5/3/2020,https://medium.com/@ErikRalston/livetiles-time-to-say-goodbye-d86bfb28a93,46,Post-IPO,United States,,,LVT.AX,ASX,TRUE
OYO,FALSE,London,Travel,150,5/1/2020,https://www.yahoo.com/lifestyle/coronavirus-covid-19-oyo-hotels-uk-redundancies-exclusive-155109993.html,2400,Series F,United Kingdom,,,,,
Namely,TRUE,New York City,HR,110,5/1/2020,https://layoffs.fyi/2020/05/11/namely-laid-off-160-employees-citing-challenges-faced-by-its-smb-customers/,217,Series E,United States,0.4,,,,
Culture Trip,FALSE,London,Media,95,5/1/2020,https://www.businessinsider.com/culture-trip-layoffs-2020-5?,102,Series B,United Kingdom,0.32,,,,
Sandbox VR,TRUE,SF Bay Area,Consumer,80,5/1/2020,https://layoffs.fyi/2020/05/08/sandbox-vr-laid-off-its-engineering-team/,82,Series A,United States,0.8,,,,
Virtudent,TRUE,Boston,Healthcare,70,5/1/2020,https://www.americaninno.com/boston/inno-news-boston/teledentisty-startup-virtudent-downsizes-amid-coronavirus-crisis/,10,Series A,United States,,,,,
Monese,FALSE,Lisbon,Finance,35,5/1/2020,https://www.altfi.com/article/6531_exclusive-monese-looking-to-close-lisbon-and-berlin-offices-with-layoffs-across-the-company,80,Unknown,Portugal,,,,,
TheSkimm,TRUE,New York City,Media,26,5/1/2020,https://www.wsj.com/articles/theskimm-cuts-20-of-staff-amid-coronavirus-pandemic-11588362569,28,Series C,United States,0.2,,,,
Automatic,TRUE,SF Bay Area,Transportation,,5/1/2020,https://techcrunch.com/2020/05/01/smart-driving-assistant-automatic-is-shutting-down/,24,Acquired,United States,1,,,,
Flynote,FALSE,Bengaluru,Travel,,5/1/2020,https://www.livemint.com/companies/start-ups/covid-19-impact-sequoia-backed-travel-startup-flynote-lays-off-employees-11588308775639.html,1,Seed,India,,,,,
Bullhorn,TRUE,Boston,Sales,100,4/30/2020,https://layoffs.fyi/2020/05/05/bullhorn-laid-off-100-employees/,32,Acquired,United States,,,,,
Care.com,TRUE,Boston,Consumer,81,4/30/2020,https://www.bloomberg.com/news/articles/2020-04-30/iac-to-cut-81-care-com-employees-in-restructuring-after-deal,156,Acquired,United States,,,,,
AirMap,TRUE,Los Angeles,Aerospace,,4/30/2020,https://layoffs.fyi/2020/05/26/drone-startup-airmap-conducts-layoff/,75,Unknown,United States,,,,,
Cohesity,TRUE,SF Bay Area,Data,,4/30/2020,https://www.bizjournals.com/sanjose/news/2020/05/01/cohesity-job-cuts.html,660,Series E,United States,,,,,
Fandom,TRUE,SF Bay Area,Media,,4/30/2020,https://community.fandom.com/wiki/User_blog:Perkinsmt/Fandom_Staffing_Update,145,Series E,United States,0.14,,,,
PicoBrew,TRUE,Seattle,Food,,4/30/2020,https://thespoon.tech/rest-in-peace-picobrew/,15,Series A,United States,1,,,,
Lyft,TRUE,SF Bay Area,Transportation,982,4/29/2020,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,4900,Post-IPO,United States,0.17,,LYFT,NASDAQ,FALSE
WeWork,TRUE,SF Bay Area,Real Estate,300,4/29/2020,https://news.crunchbase.com/news/wework-lays-off-staff-as-part-of-a-realignment/,2250,Series H,United States,,,,,
Kayak / OpenTable,TRUE,Stamford,Travel,160,4/29/2020,https://skift.com/2020/04/29/kayak-and-opentable-layoffs-and-furloughs-impact-400-employees/,229,Acquired,United States,0.08,,,,
Kitopi,TRUE,New York City,Food,124,4/29/2020,https://commercialobserver.com/2020/04/ghost-kitchen-kitopi-cuts-124-new-york-city-employees/,89,Series B,United States,,,,,
Lime,TRUE,SF Bay Area,Transportation,80,4/29/2020,https://layoffs.fyi/2020/05/04/lime-laid-off-80-employees/,765,Series D,United States,0.13,,,,
Transfix,TRUE,New York City,Logistics,24,4/29/2020,https://www.freightwaves.com/news/breaking-transfix-lays-off-10-of-its-staff,128,Series D,United States,0.1,,,,
Yoco,FALSE,Cape Town,Finance,,4/29/2020,https://disrupt-africa.com/2020/04/sa-fintech-startup-yoco-to-retrench-staff-as-covid-19-impacts-revenues/,23,Series B,South Africa,,,,,
TripAdvisor,TRUE,Boston,Travel,900,4/28/2020,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,3,Post-IPO,United States,0.25,,TRIP,NASDAQ,FALSE
Renmoney,FALSE,Lagos,Finance,391,4/28/2020,https://techcabal.com/2020/04/28/tech-startups-recession/,,Unknown,Nigeria,0.5,,,,
Deliveroo,FALSE,London,Food,367,4/28/2020,https://layoffs.fyi/2020/06/24/deliveroo-layoff-list-showcases-over-100-of-its-global-employees/,1500,Series G,United Kingdom,0.15,,,,
App Annie,TRUE,SF Bay Area,Data,80,4/28/2020,https://www.gamesindustry.biz/articles/2020-04-28-app-annie-lays-off-a-small-fraction-of-its-workforce,156,Unknown,United States,0.18,,,,
OpenX,TRUE,Los Angeles,Marketing,35,4/28/2020,https://www.adexchanger.com/platforms/openx-cuts-staff-hours-and-executive-pay-in-response-to-reduced-marketer-spend/,70,Unknown,United States,0.15,,,,
PayJoy,TRUE,SF Bay Area,Finance,27,4/28/2020,https://layoffs.fyi/2020/05/27/exclusive-fintech-startup-payjoy-laid-off-23-employees/,71,Series B,United States,0.25,,,,
Shipsi,TRUE,Los Angeles,Retail,20,4/28/2020,https://dot.la/shipsi-los-angeles-layoffs-2645859647.html,2,Seed,United States,0.5,,,,
Desktop Metal,TRUE,Boston,Other,,4/28/2020,https://www.americaninno.com/boston/inno-news-boston/desktop-metal-lays-off-staff-amid-coronavirus-disruption/,436,Series E,United States,,,,,
Migo,TRUE,SF Bay Area,Finance,,4/28/2020,https://www.migo.money/migos-response-to-covid-19/,37,Series B,United States,0.25,,,,
Automation Anywhere,TRUE,SF Bay Area,Other,260,4/27/2020,https://siliconangle.com/2020/04/27/automation-anywhere-lays-off-tenth-workforce-due-covid-19/,840,Series B,United States,0.1,,,,
JetClosing,TRUE,Seattle,Real Estate,20,4/27/2020,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,24,Series A,United States,0.2,,,,
Qwick,TRUE,Phoenix,Recruiting,,4/27/2020,https://www.nytimes.com/2020/04/27/technology/startups-sba-loans-backlash.html,4,Seed,United States,0.7,,,,
OYO,FALSE,Sao Paulo,Travel,500,4/25/2020,https://headtopics.com/br/oyo-demite-centenas-no-brasil-contaazul-enxuga-um-terco-do-time-link-estad-o-12623044,2400,Series F,Brazil,,,,,
Stoqo,FALSE,Jakarta,Food,250,4/25/2020,https://www.bloomberg.com/news/articles/2020-04-29/indonesian-startup-stoqo-becomes-latest-casualty-of-the-virus,,Series A,Indonesia,1,,,,
Submittable,TRUE,Missoula,Other,30,4/25/2020,https://layoffs.fyi/2020/05/15/submittable-laid-off-30-employees-as-university-clients-shut-down-operations/,17,Series B,United States,0.2,,,,
Divergent 3D,TRUE,Los Angeles,Transportation,57,4/24/2020,https://techcrunch.com/2020/04/24/manufacturing-startup-divergent-3d-reduces-staff-by-one-third/,88,Series B,United States,0.36,,,,
Ada Support,FALSE,Toronto,Support,36,4/24/2020,https://betakit.com/ada-support-lays-off-23-percent-of-staff-amid-uncertainty-caused-by-pandemic/,60,Series B,Canada,0.23,,,,
UPshow,TRUE,Chicago,Marketing,19,4/24/2020,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,7,Series A,United States,0.3,,,,
Lighter Capital,TRUE,Seattle,Finance,18,4/24/2020,https://www.geekwire.com/2020/seattle-investment-company-lighter-capital-trims-staff-preserve-runway/,15,Series B,United States,0.22,,,,
Horizn Studios,FALSE,Berlin,Travel,15,4/24/2020,https://www.deutsche-startups.de/2020/04/24/horizn-studios-sanierung/,30,Series B,Germany,0.25,,,,
Welkin Health,TRUE,SF Bay Area,Healthcare,10,4/24/2020,https://nypost.com/2020/09/13/welkin-health-startup-cut-staff-three-days-before-ppp-loan/,29,Series B,United States,0.33,,,,
Jiobit,TRUE,Chicago,Consumer,6,4/24/2020,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,12,Unknown,United States,0.21,,,,
TutorMundi,FALSE,Sao Paulo,Education,4,4/24/2020,Company executive,2,Series A,Brazil,1,,,,
Cheddar,TRUE,New York City,Media,,4/24/2020,https://www.thewrap.com/cheddar-permanently-shuts-down-los-angeles-studio-amid-mass-layoffs/,54,Acquired,United States,,,,,
GoCardless,FALSE,London,Finance,,4/24/2020,https://medium.com/@hirokitakeuchi/managing-our-costs-through-covid-19-6fe4e0a12e2d,122,Series E,United Kingdom,,,,,
StockX,TRUE,Detroit,Retail,100,4/23/2020,https://www.inputmag.com/style/stockx-layoffs-12-percent-staff-cutting-costs-profit,160,Series C,United States,0.12,,,,
Zenefits,TRUE,SF Bay Area,HR,87,4/23/2020,https://www.businessinsider.com/coronavirus-hr-startup-zenefits-lays-off-15-percent-staff-2020-4,583,Series C,United States,0.15,,,,
Sisense,TRUE,New York City,Data,80,4/23/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",274,Series F,United States,0.09,,,,
Oscar Health,TRUE,New York City,Healthcare,70,4/23/2020,https://www.bloomberg.com/news/articles/2020-04-24/white-house-linked-oscar-health-laying-off-5-of-staff,1300,Unknown,United States,0.05,,,,
Simon Data,TRUE,New York City,Marketing,6,4/23/2020,Internal memo,68,Series C,United States,,,,,
Convoy,TRUE,Seattle,Logistics,,4/23/2020,https://www.geekwire.com/2020/convoy-leans-technology-seattle-digital-freight-startup-navigates-volatile-trucking-industry/,665,Series D,United States,0.01,,,,
PowerReviews,TRUE,Chicago,Retail,,4/23/2020,LinkedIn,78,Acquired,United States,,,,,
Singular,TRUE,SF Bay Area,Marketing,,4/23/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",50,Series B,United States,,,,,
Magic Leap,TRUE,Miami,Consumer,1000,4/22/2020,https://layoffs.fyi/2020/04/27/magic-leap-laid-off-1000-employees/,2600,Series E,United States,0.5,,,,
When I Work,TRUE,Minneapolis,HR,55,4/22/2020,https://www.americaninno.com/minne/inno-news-minne/after-long-period-of-growth-when-i-work-cuts-35-of-minneapolis-staff/,24,Series B,United States,0.35,,,,
Ike,TRUE,SF Bay Area,Transportation,10,4/22/2020,https://www.theinformation.com/briefings/59d773,52,Series A,United States,0.14,,,,
Airy Rooms,FALSE,Jakarta,Travel,,4/22/2020,https://www.techinasia.com/airy-cease-operations,,Unknown,Indonesia,0.7,,,,
Clearbit,TRUE,SF Bay Area,Data,,4/22/2020,https://layoffs.fyi/2020/04/28/clearbit-conducted-a-layoff/,17,Series A,United States,,,,,
ExtraHop,TRUE,Seattle,Security,,4/22/2020,https://www.geekwire.com/2020/tech-startup-layoffs-seattle-based-security-company-extrahop-cuts-staff/,61,Series C,United States,,,,,
Nearmap,FALSE,Sydney,Construction,,4/22/2020,https://www.fnarena.com/index.php/2020/04/22/nearmap-prepares-for-weak-conditions/,15,Post-IPO,Australia,0.1,,NEA.AX,ASX,TRUE
Swiggy,FALSE,Bengaluru,Food,800,4/21/2020,https://entrackr.com/2020/04/exclusive-swiggy-to-lay-off-cloud-kitchen-staff-shuts-down-kitchens/,1600,Series I,India,,,,,
Paytm,FALSE,New Delhi,Finance,500,4/21/2020,https://hrnxt.com/news/paytm-to-lay-off-about-500-employees-after-a-performance-review/17875/2020/04/21/,2200,Unknown,India,,,,,
Lending Club,TRUE,SF Bay Area,Finance,460,4/21/2020,https://www.cnbc.com/2020/04/21/lendingclub-cuts-30percent-of-workforce-as-covid-19-dampens-demand-for-loans.html,392,Post-IPO,United States,0.3,,LC,NYSE,FALSE
Houzz,TRUE,SF Bay Area,Consumer,155,4/21/2020,https://techcrunch.com/2020/04/21/houzz-lays-off-155-employees-cuts-executive-salaries/,613,Series E,United States,0.1,,,,
Casper,TRUE,New York City,Retail,78,4/21/2020,https://www.fastcompany.com/90494129/breaking-casper-lays-off-78-corporate-employees-winds-down-europe-business,339,Post-IPO,United States,0.21,,CSPR,NYSE,TRUE
RealSelf,TRUE,Seattle,Healthcare,40,4/21/2020,https://www.geekwire.com/2020/cosmetic-treatment-review-startup-realself-cuts-staff-elective-medical-procedures-put-hold/,42,Series B,United States,0.13,,,,
Freshbooks,FALSE,Toronto,Finance,38,4/21/2020,https://betakit.com/freshbooks-reduces-headcount-by-9-ceo-says-company-remains-in-growth-mode-despite-covid-19/,75,Series B,Canada,0.09,,,,
Patreon,TRUE,SF Bay Area,Media,30,4/21/2020,https://techcrunch.com/2020/04/21/patreon-lays-off-13-of-workforce/,165,Series D,United States,0.13,,,,
Lambda School,TRUE,SF Bay Area,Education,19,4/21/2020,https://techcrunch.com/2020/04/22/lambda-school-cuts-staff-and-exec-pay-amid-market-uncertainty/,48,Series B,United States,,,,,
Politico / Protocol,TRUE,Washington D.C.,Media,13,4/21/2020,https://www.niemanlab.org/2020/04/protocol-11-weeks-into-life-is-already-laying-off-a-big-chunk-of-its-staff/,,Unknown,United States,,,,,
Bringg,FALSE,Tel Aviv,Logistics,10,4/21/2020,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",84,Series D,Israel,0.1,,,,
Klook,FALSE,Hong Kong,Travel,300,4/20/2020,https://layoffs.fyi/2020/08/09/asian-travel-startup-klook-releases-talent-directory/,521,Series D,Hong Kong,0.15,,,,
ConsenSys,TRUE,New York City,Crypto,91,4/20/2020,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,10,Unknown,United States,0.14,,,,
GumGum,TRUE,Los Angeles,Marketing,90,4/20/2020,https://www.businessinsider.com/gumgum-lays-off-25-of-employees-citing-the-coronavirus-impact-2020-4,58,Series D,United States,0.25,,,,
Kueski,FALSE,Guadalajara,Finance,90,4/20/2020,https://elceo.com/tecnologia/fintech-de-prestamos-en-linea-sufriran-estragos-por-el-covid-19/,38,Series B,Mexico,0.3,,,,
Movidesk,FALSE,Blumenau,Support,33,4/20/2020,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,1,Seed,Brazil,0.25,,,,
Zum,TRUE,SF Bay Area,Transportation,28,4/20/2020,https://layoffs.fyi/2020/04/23/kid-friendly-ride-service-zum-conducts-layoff/,71,Series C,United States,,,,,
Komodo Health,TRUE,SF Bay Area,Healthcare,23,4/20/2020,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,50,Series C,United States,0.09,,,,
Forward,TRUE,SF Bay Area,Healthcare,10,4/20/2020,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,100,Series C,United States,0.03,,,,
Hipcamp,TRUE,SF Bay Area,Travel,,4/20/2020,https://techcrunch.com/2020/08/27/after-early-covid-layoffs-hipcamp-is-buying-competition-hiring/,40.5,Series B,United States,0.6,,,,
Motif Investing,TRUE,SF Bay Area,Finance,,4/18/2020,https://www.thinkadvisor.com/2020/04/18/investing-platform-motif-to-shut-down/,126,Series E,United States,1,,,,
BlackBuck,FALSE,Bengaluru,Logistics,200,4/17/2020,https://www.cnbctv18.com/startup/coronavirus-effect-blackbuck-to-lay-off-over-200-employees-ecom-express-puts-hiring-on-hold-5704301.htm,293,Series D,India,,,,,
ContaAzul,FALSE,Joinville,Education,140,4/17/2020,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,37,Series D,Brazil,0.35,,,,
Greenhouse,TRUE,New York City,Recruiting,120,4/17/2020,https://layoffs.fyi/2020/04/20/greenhouse-lays-off-120-employees/,110,Series D,United States,0.28,,,,
QuintoAndar,FALSE,Sao Paulo,Real Estate,88,4/17/2020,https://labs.ebanx.com/en/notes/brazilian-home-rentals-unicorn-quintoandar-lays-off-8-of-employees/,335,Series D,Brazil,0.08,,,,
Loft,FALSE,Sao Paulo,Real Estate,47,4/17/2020,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",263,Series C,Brazil,0.1,,,,
Zilingo,FALSE,Singapore,Retail,44,4/17/2020,https://www.bloomberg.com/news/articles/2020-04-20/singapore-s-zilingo-cuts-jobs-after-putting-global-push-on-hold,307,Series D,Singapore,0.05,,,,
Labster,FALSE,Copenhagen,Education,40,4/17/2020,LinkedIn,34,Series B,Denmark,,,,,
Sweetgreen,TRUE,Los Angeles,Food,35,4/17/2020,https://dot.la/sweetgreen-layoffs-2645746821.html,478,Series I,United States,0.1,,,,
People.ai,TRUE,SF Bay Area,Marketing,30,4/17/2020,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,100,Series C,United States,0.18,,,,
Tor,TRUE,Boston,Security,13,4/17/2020,https://blog.torproject.org/covid19-impact-tor,1,Unknown,United States,0.37,,,,
BitGo,TRUE,SF Bay Area,Crypto,,4/17/2020,https://www.theblockcrypto.com/post/62276/crypto-bitgo-layoffs-reorganization,69,Series B,United States,0.12,,,,
Dispatch,TRUE,Boston,Other,,4/17/2020,https://www.americaninno.com/boston/inno-news-boston/boston-startup-dispatch-announces-layoffs-amid-coronavirus-disruption/,18,Series A,United States,0.38,,,,
Food52,TRUE,New York City,Food,,4/17/2020,LinkedIn,96,Acquired,United States,,,,,
Influitive,FALSE,Toronto,Marketing,,4/17/2020,LinkedIn,59,Unknown,Canada,,,,,
CarGurus,TRUE,Boston,Transportation,130,4/16/2020,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,1,Post-IPO,United States,0.13,,CARG,NASDAQ,FALSE
Funding Societies,FALSE,Singapore,Finance,65,4/16/2020,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,42,Series B,Singapore,0.18,,,,
CleverTap,FALSE,Mumbai,Marketing,60,4/16/2020,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,76,Series C,India,0.2,,,,
CrowdRiff,FALSE,Toronto,Marketing,,4/16/2020,LinkedIn,11,Series A,Canada,,,,,
FullStory,TRUE,Atlanta,Marketing,,4/16/2020,LinkedIn,59,Series C,United States,,,,,
Grailed,TRUE,New York City,Retail,,4/16/2020,https://layoffs.fyi/2020/04/24/mens-clothing-marketplace-grailed-conducted-a-layoff/,16,Series A,United States,,,,,
